,id,ball,over,runs,shortText,text,preText,postText,isWide,isNoball,isRetiredHurt,isBoundary,currentBatsmen,currentBowlers,currentInning.id,currentInning.balls,currentInning.runs,currentInning.wickets,matchOver.maiden,matchOver.runs,matchOver.wickets,matchOver.totalRuns,matchOver.totalWicket,matchOver.runRate,matchOver.requiredRunRate,matchOver.batsmen,matchOver.bowlers,matchOver.teamShortName,matchOver.remainingOvers,matchOver.remainingBalls,matchOver.remainingRuns,ballTimestamp,currentInning.team.name,currentInning.team.shortName,matchWicket.id,matchWicket.batsmanName,matchWicket.bowlerName,matchWicket.batsmanRuns,matchWicket.batsmanBalls,matchWicket.text
10,12020,2,2,1,"Hoffmann to Gilchrist, 1 run","tip and run. Leans forward to a length-delivery, pushes it towards mid-off and they rush across for a single",,<p>No arrogance from Australia so far. They have started off in a conservative way.</p>,False,False,False,False,"[{'id': '5390', 'name': 'Adam Gilchrist', 'runs': 3, 'balls': 9}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 0, 'balls': 5}]","[{'id': '25432', 'name': 'Paul Hoffmann', 'overs': 1.2, 'maidens': 0, 'runs': 2, 'wickets': 0}, {'id': '25087', 'name': 'John Blain', 'overs': 1, 'maidens': 0, 'runs': 2, 'wickets': 0}]",20720,14,4,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
11,12010,1,2,0,"Hoffmann to Gilchrist, no run","hones in on the off stump, angling away, Glichrist goes back, opens the bat-face, pushes it to cover point",,,False,False,False,False,"[{'id': '5390', 'name': 'Adam Gilchrist', 'runs': 2, 'balls': 8}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 0, 'balls': 5}]","[{'id': '25432', 'name': 'Paul Hoffmann', 'overs': 1.1, 'maidens': 0, 'runs': 1, 'wickets': 0}, {'id': '25087', 'name': 'John Blain', 'overs': 1, 'maidens': 0, 'runs': 2, 'wickets': 0}]",20720,13,3,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
12,11070,6,1,0,"Blain to Hayden, no run","Another good strangling over comes to an end. Fullish, on the middle stump line, bends in a touch, Hayden leans forward, turns it towards mid-on",,,False,False,False,False,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 0, 'balls': 5}, {'id': '5390', 'name': 'Adam Gilchrist', 'runs': 2, 'balls': 7}]","[{'id': '25087', 'name': 'John Blain', 'overs': 1, 'maidens': 0, 'runs': 2, 'wickets': 0}, {'id': '25432', 'name': 'Paul Hoffmann', 'overs': 1, 'maidens': 0, 'runs': 1, 'wickets': 0}]",20720,12,3,0,False,2.0,0.0,3.0,0.0,1.5,0.0,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 0, 'balls': 5}, {'id': '5390', 'name': 'Adam Gilchrist', 'runs': 2, 'balls': 7}]","[{'id': '25087', 'name': 'John Blain', 'overs': 1, 'maidens': 0, 'runs': 2, 'wickets': 0}, {'id': '25432', 'name': 'Paul Hoffmann', 'overs': 1, 'maidens': 0, 'runs': 1, 'wickets': 0}]",AUS,0.0,288.0,0.0,0.0,Australia,AUS,,,,,,
13,11060,6,1,1,"Blain to Hayden, 1 wide","Blain gets into the Caribbean mood. Bangs this one in short, a bumper, but the line is wrong. Sails down harmlessly down the leg side.",,,True,False,False,False,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 0, 'balls': 4}, {'id': '5390', 'name': 'Adam Gilchrist', 'runs': 2, 'balls': 7}]","[{'id': '25087', 'name': 'John Blain', 'overs': 0.5, 'maidens': 0, 'runs': 2, 'wickets': 0}, {'id': '25432', 'name': 'Paul Hoffmann', 'overs': 1, 'maidens': 0, 'runs': 1, 'wickets': 0}]",20720,11,3,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
14,11050,5,1,0,"Blain to Hayden, no run","short of length, on the off and middle, Hayden gets right behind the line to defend",,,False,False,False,False,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 0, 'balls': 4}, {'id': '5390', 'name': 'Adam Gilchrist', 'runs': 2, 'balls': 7}]","[{'id': '25087', 'name': 'John Blain', 'overs': 0.5, 'maidens': 0, 'runs': 1, 'wickets': 0}, {'id': '25432', 'name': 'Paul Hoffmann', 'overs': 1, 'maidens': 0, 'runs': 1, 'wickets': 0}]",20720,11,2,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
15,11040,4,1,0,"Blain to Hayden, no run",,,,False,False,False,False,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 0, 'balls': 3}, {'id': '5390', 'name': 'Adam Gilchrist', 'runs': 2, 'balls': 7}]","[{'id': '25087', 'name': 'John Blain', 'overs': 0.4, 'maidens': 0, 'runs': 1, 'wickets': 0}, {'id': '25432', 'name': 'Paul Hoffmann', 'overs': 1, 'maidens': 0, 'runs': 1, 'wickets': 0}]",20720,10,2,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
16,11030,3,1,0,"Blain to Hayden, no run","Slightly short of length - Scotland continue to hit the right line and the length, on the off and middle, pushed to cover",,,False,False,False,False,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 0, 'balls': 2}, {'id': '5390', 'name': 'Adam Gilchrist', 'runs': 2, 'balls': 7}]","[{'id': '25087', 'name': 'John Blain', 'overs': 0.3, 'maidens': 0, 'runs': 1, 'wickets': 0}, {'id': '25432', 'name': 'Paul Hoffmann', 'overs': 1, 'maidens': 0, 'runs': 1, 'wickets': 0}]",20720,9,2,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
17,11020,2,1,1,"Blain to Gilchrist, 1 run","Fuller and right on the middle stump line, an attempted yorker, Gilchrist gets his bat down in a hurry, the bat-handle rotates in his hands and the ball runs through the midwicket gap",,,False,False,False,False,"[{'id': '5390', 'name': 'Adam Gilchrist', 'runs': 2, 'balls': 7}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 0, 'balls': 1}]","[{'id': '25087', 'name': 'John Blain', 'overs': 0.2, 'maidens': 0, 'runs': 1, 'wickets': 0}, {'id': '25432', 'name': 'Paul Hoffmann', 'overs': 1, 'maidens': 0, 'runs': 1, 'wickets': 0}]",20720,8,2,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
18,11010,1,1,0,"Blain to Gilchrist, no run","Wide outside off, left alone. Two slips in place.",,,False,False,False,False,"[{'id': '5390', 'name': 'Adam Gilchrist', 'runs': 1, 'balls': 6}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 0, 'balls': 1}]","[{'id': '25087', 'name': 'John Blain', 'overs': 0.1, 'maidens': 0, 'runs': 0, 'wickets': 0}, {'id': '25432', 'name': 'Paul Hoffmann', 'overs': 1, 'maidens': 0, 'runs': 1, 'wickets': 0}]",20720,7,1,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
19,160,6,0,0,"Hoffmann to Hayden, no run","Appeal for lbw! Hoffmann is on fire. full in length, around middle and off, straightens after landing and Hayden doesn't quite lean onto his defensive prod. Must have got an inside edge. The replays show the ball hit the pad first. hmm",,,False,False,False,False,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 0, 'balls': 1}, {'id': '5390', 'name': 'Adam Gilchrist', 'runs': 1, 'balls': 5}]","[{'id': '25432', 'name': 'Paul Hoffmann', 'overs': 1, 'maidens': 0, 'runs': 1, 'wickets': 0}, {'overs': 0, 'maidens': 0, 'runs': 0, 'wickets': 0}]",20720,6,1,0,False,1.0,0.0,1.0,0.0,1.0,0.0,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 0, 'balls': 1}, {'id': '5390', 'name': 'Adam Gilchrist', 'runs': 1, 'balls': 5}]","[{'id': '25432', 'name': 'Paul Hoffmann', 'overs': 1, 'maidens': 0, 'runs': 1, 'wickets': 0}, {'overs': 0, 'maidens': 0, 'runs': 0, 'wickets': 0}]",AUS,0.0,294.0,0.0,0.0,Australia,AUS,,,,,,
20,150,5,0,1,"Hoffmann to Gilchrist, 1 run","around off stump, angling away, ran down to thirdman. Again probling line and length. Good solid start so far.",,,False,False,False,False,"[{'id': '5390', 'name': 'Adam Gilchrist', 'runs': 1, 'balls': 5}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 0, 'balls': 0}]","[{'id': '25432', 'name': 'Paul Hoffmann', 'overs': 0.5, 'maidens': 0, 'runs': 1, 'wickets': 0}, {'overs': 0, 'maidens': 0, 'runs': 0, 'wickets': 0}]",20720,5,1,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
21,140,4,0,0,"Hoffmann to Gilchrist, no run","On the middle and leg, turned to the leg side",,,False,False,False,False,"[{'id': '5390', 'name': 'Adam Gilchrist', 'runs': 0, 'balls': 4}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 0, 'balls': 0}]","[{'id': '25432', 'name': 'Paul Hoffmann', 'overs': 0.4, 'maidens': 0, 'runs': 0, 'wickets': 0}, {'overs': 0, 'maidens': 0, 'runs': 0, 'wickets': 0}]",20720,4,0,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
22,130,3,0,0,"Hoffmann to Gilchrist, no run","Jaffa! What a delivery from Hoffmann! Landed on a length, around off, Gilchrist was sucked into a forward drive but was shocked as the ball left him late. very late.",,,False,False,False,False,"[{'id': '5390', 'name': 'Adam Gilchrist', 'runs': 0, 'balls': 3}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 0, 'balls': 0}]","[{'id': '25432', 'name': 'Paul Hoffmann', 'overs': 0.3, 'maidens': 0, 'runs': 0, 'wickets': 0}, {'overs': 0, 'maidens': 0, 'runs': 0, 'wickets': 0}]",20720,3,0,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
23,120,2,0,0,"Hoffmann to Gilchrist, no run","He gets behind this one - similar line and length, pushed to the cover region",,,False,False,False,False,"[{'id': '5390', 'name': 'Adam Gilchrist', 'runs': 0, 'balls': 2}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 0, 'balls': 0}]","[{'id': '25432', 'name': 'Paul Hoffmann', 'overs': 0.2, 'maidens': 0, 'runs': 0, 'wickets': 0}, {'overs': 0, 'maidens': 0, 'runs': 0, 'wickets': 0}]",20720,2,0,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
24,110,1,0,0,"Hoffmann to Gilchrist, no run","Ambles through the channel outside off, perfect line and length to start off with, Gilchrist watches it sail past him.","<p><b> 8.45 am local time</b> Hi there. Welcome to the Australia v Scotland game. Andrew Miller, our man at the ground,  has some weather update for us.  ""Bit overcast here today, a fairly stiff breeze as well but it'll burn out soon enough. Might influence team selection a touch though, and who does what at the toss.</p><p>""The <b>covers</b> have just gone back on over here. A thick black cloud has just rolled westwards across the ground. We are assured that's the last of the bad weather. Oh, and there's a nice rainbow, as if to prove the point.""</p><p><b>Toss</b> Scotland have chosen to bowl.</b> Long day ahead. </p><p>I am Sriram Veera and will take you through the day's proceedings. Some of you might be clueless about Scottish cricket. Don't worry help is here. Will Luke spoke to Roddy Smith, Cricket Scotland's CE0. Click <a href=""/scotland/content/story/281258.html"">here</a> for a guide to Scottish cricket.</p><p><b>Pitch report</b>: Consistent bounce and pace, feel the experts. It should be purrfect for batting. </p><p>And you must have read the other stuff already. Glenn McGrath wants to beat Wasim Akram's bowling record. I am batting like never before says another. All the usual pre-tournament talk is on.</p><p>The London <i>Times</i>'  John Westerby wrote thus: ""The lure of Scottish ladies, it seems, has had an unforeseen beneficial effect on the strength of their national cricket team. Over the past few years, a number of talented cricketers from the southern hemisphere have settled with local girls and subsequently become qualified to play for Scotland.""     Hmm.... that's interesting.</p><p>Majid Haq, Scotland's batsman sounded pretty optimistic on the eve of the game. """"We can't afford to take any backward steps. Too many teams in the past have been beaten before going out on the park, but we aren't taking on their reputations.</p><p>""No-one's giving us a chance but there's no pressure on us. Pressure can do funny things to you and we've got to get in their faces from the first ball.""</p><p>Meanwhile Glenn Rogers, the Scotland allrounder who was born in Australia is expecting to be sledged. ""This match definitely has an extra edge for me. But I'm looking forward to taking the stick that's inevitably going to come my way. I'm expecting quite a lot and it would be very unlike them if I didn't get it.""</p><p>All set. Players are in the middle. Here we go.</p>",,False,False,False,False,"[{'id': '5390', 'name': 'Adam Gilchrist', 'runs': 0, 'balls': 1}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 0, 'balls': 0}]","[{'id': '25432', 'name': 'Paul Hoffmann', 'overs': 0.1, 'maidens': 0, 'runs': 0, 'wickets': 0}, {'overs': 0, 'maidens': 0, 'runs': 0, 'wickets': 0}]",20720,1,0,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
25,17050,5,7,0,"Blain to Gilchrist, no run",Blain back to probing outside off. That's something he has been doing really well. Gilchrist shoulders arms and has nothing to do with it,,,False,False,False,False,"[{'id': '5390', 'name': 'Adam Gilchrist', 'runs': 27, 'balls': 24}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 21, 'balls': 24}]","[{'id': '25087', 'name': 'John Blain', 'overs': 3.5, 'maidens': 0, 'runs': 29, 'wickets': 0}, {'id': '25432', 'name': 'Paul Hoffmann', 'overs': 4, 'maidens': 0, 'runs': 22, 'wickets': 0}]",20720,47,52,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
26,17040,4,7,2,"Blain to Gilchrist, 2 runs","Full and on the pads, drilled easily to midwicket for a couple",,,False,False,False,False,"[{'id': '5390', 'name': 'Adam Gilchrist', 'runs': 27, 'balls': 23}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 21, 'balls': 24}]","[{'id': '25087', 'name': 'John Blain', 'overs': 3.4, 'maidens': 0, 'runs': 29, 'wickets': 0}, {'id': '25432', 'name': 'Paul Hoffmann', 'overs': 4, 'maidens': 0, 'runs': 22, 'wickets': 0}]",20720,46,52,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
27,17030,3,7,4,"Blain to Gilchrist, FOUR runs",Short ball from Blain and Gilchrist is up for the challenge. Pulls with a mighty swing and a thick top edge files over short fine-leg for a one-bounce four.,,,False,False,False,True,"[{'id': '5390', 'name': 'Adam Gilchrist', 'runs': 25, 'balls': 22}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 21, 'balls': 24}]","[{'id': '25087', 'name': 'John Blain', 'overs': 3.3, 'maidens': 0, 'runs': 27, 'wickets': 0}, {'id': '25432', 'name': 'Paul Hoffmann', 'overs': 4, 'maidens': 0, 'runs': 22, 'wickets': 0}]",20720,45,50,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
28,17020,2,7,0,"Blain to Gilchrist, no run",Straight and accurate from Blain. Gilchrist gives it the respect it deserves and defends it back to the bowler,,,False,False,False,False,"[{'id': '5390', 'name': 'Adam Gilchrist', 'runs': 21, 'balls': 21}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 21, 'balls': 24}]","[{'id': '25087', 'name': 'John Blain', 'overs': 3.2, 'maidens': 0, 'runs': 23, 'wickets': 0}, {'id': '25432', 'name': 'Paul Hoffmann', 'overs': 4, 'maidens': 0, 'runs': 22, 'wickets': 0}]",20720,44,46,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
29,17010,1,7,0,"Blain to Gilchrist, no run",Wide and slightly back of a length. Gilchrist goes for the fierce slash but can't time it. Straight to the cover fielder,,,False,False,False,False,"[{'id': '5390', 'name': 'Adam Gilchrist', 'runs': 21, 'balls': 20}, {'id': '5616', 'name': 'Matthew Hayden', 'runs': 21, 'balls': 24}]","[{'id': '25087', 'name': 'John Blain', 'overs': 3.1, 'maidens': 0, 'runs': 23, 'wickets': 0}, {'id': '25432', 'name': 'Paul Hoffmann', 'overs': 4, 'maidens': 0, 'runs': 22, 'wickets': 0}]",20720,43,46,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
30,16060,6,6,4,"Hoffmann to Hayden, FOUR runs",Too wide from Hoffmann. The first real rank delivery and Hayden punishes it with a slash through covers. Ball races away to the point fence,,,False,False,False,True,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 21, 'balls': 24}, {'id': '5390', 'name': 'Adam Gilchrist', 'runs': 21, 'balls': 19}]","[{'id': '25432', 'name': 'Paul Hoffmann', 'overs': 4, 'maidens': 0, 'runs': 22, 'wickets': 0}, {'id': '25087', 'name': 'John Blain', 'overs': 3, 'maidens': 0, 'runs': 23, 'wickets': 0}]",20720,42,46,0,False,11.0,0.0,46.0,0.0,6.57,0.0,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 21, 'balls': 24}, {'id': '5390', 'name': 'Adam Gilchrist', 'runs': 21, 'balls': 19}]","[{'id': '25432', 'name': 'Paul Hoffmann', 'overs': 4, 'maidens': 0, 'runs': 22, 'wickets': 0}, {'id': '25087', 'name': 'John Blain', 'overs': 3, 'maidens': 0, 'runs': 23, 'wickets': 0}]",AUS,0.0,258.0,0.0,0.0,Australia,AUS,,,,,,
31,16050,5,6,0,"Hoffmann to Hayden, no run",Defended off the back foot,,,False,False,False,False,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 17, 'balls': 23}, {'id': '5390', 'name': 'Adam Gilchrist', 'runs': 21, 'balls': 19}]","[{'id': '25432', 'name': 'Paul Hoffmann', 'overs': 3.5, 'maidens': 0, 'runs': 18, 'wickets': 0}, {'id': '25087', 'name': 'John Blain', 'overs': 3, 'maidens': 0, 'runs': 23, 'wickets': 0}]",20720,41,42,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
32,16040,4,6,0,"Hoffmann to Hayden, no run","Quite a bit of swing into the batsman. No room for Hayden, as he tries to repeat the stroke. Cramped for room and brings his bat down in the last moment. Appeal for lbw but that was going down leg",,,False,False,False,False,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 17, 'balls': 22}, {'id': '5390', 'name': 'Adam Gilchrist', 'runs': 21, 'balls': 19}]","[{'id': '25432', 'name': 'Paul Hoffmann', 'overs': 3.4, 'maidens': 0, 'runs': 18, 'wickets': 0}, {'id': '25087', 'name': 'John Blain', 'overs': 3, 'maidens': 0, 'runs': 23, 'wickets': 0}]",20720,40,42,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
33,16030,3,6,6,"Hoffmann to Hayden, SIX runs",Blitzer! Hayden walks down the wicket nonchalantly and dismisses the ball over the long-on fence for a cracking six. Hayden at his bullying best there.,,,False,False,False,True,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 17, 'balls': 21}, {'id': '5390', 'name': 'Adam Gilchrist', 'runs': 21, 'balls': 19}]","[{'id': '25432', 'name': 'Paul Hoffmann', 'overs': 3.3, 'maidens': 0, 'runs': 18, 'wickets': 0}, {'id': '25087', 'name': 'John Blain', 'overs': 3, 'maidens': 0, 'runs': 23, 'wickets': 0}]",20720,39,42,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
34,16020,2,6,0,"Hoffmann to Hayden, no run","Back of a length delivery and luckily it was straight. Hayden, standing outside his crease,  was lining up an almighty swing. Checked his shot in the last minute",,,False,False,False,False,"[{'id': '5616', 'name': 'Matthew Hayden', 'runs': 11, 'balls': 20}, {'id': '5390', 'name': 'Adam Gilchrist', 'runs': 21, 'balls': 19}]","[{'id': '25432', 'name': 'Paul Hoffmann', 'overs': 3.2, 'maidens': 0, 'runs': 12, 'wickets': 0}, {'id': '25087', 'name': 'John Blain', 'overs': 3, 'maidens': 0, 'runs': 23, 'wickets': 0}]",20720,38,36,0,,,,,,,,,,,,,,0.0,Australia,AUS,,,,,,
